OBJECTID,ID,LENGTH,DIR,LINKNUM,ANODE,BNODE,LINKNAME,RIVERNAME,AMILE,BMILE,LENGTH1,LENGTH_SRC,SHAPE_SRC,LINKTYPE,CTRL_DEPTH,WATERWAY,GEO_CLASS,FUNC_CLASS,WTWY_TYPE,CHART_ID,NUM_PAIRS,WHO_MOD,DATE_MOD,HEADING,STATE,FIPS,FIPS2,NON_US,SE_ANNO_CAD_DATA,KEY_ID,WTWY_UNIQ,MIN_MEAS,MAX_MEAS,SHAPE_Length
2306,156182,11.787764,0,332110,403100,403200,"MANATEE RIVER, FL",MANATEE RIVER,20.6,10,11.78999996,V,DD,CORPS,4,7228,I,S,6,11412,70,V,08151999,W,FL,12,00, ,,332110_7228-R2-1,7228-R2-1,7.3495067,18.27115346,0.176848660601486
2307,319956,19.493452,0,625233,62420,225570,LAKE ONTARIO AMERICAN ACCESS,LAKE ONTARIO,27,6.5,19.48999977,V,JR,CORPS,40,3062,G,D,5,14800,2, , ,S,NY,36,00, ,,625233_3062-R4-1007,3062-R4-1007,0,19.49309159,0.282411031565145
2308,304723,2.658126,0,456000,18620,18600,"POCOMOKE SOUND, VA ACCESS",POCOMOKE SOUND,16,13,2.66000009,V,JR,CORPS,15,9105,I,S,1,12230,2,R, ,S,VA,51,00, ,,456000_9105-R2-1,9105-R2-1,2.4024,4.985,0.0438395359344036
2309,178418,1.36917,0,498900,32830,32900,"ATL IW B/W NORFOLK,VA & STJR,FLA",ATLANTIC INTRACOASTAL WATERWAY,598,601,1.37,V,DN,CORPS,12,5690,I,B,2,11512,2,V2,06201994,S,GA,13,00, ,,498900_5690-R2-2,5690-R2-2,0,1.2968,0.019972655084091
2310,301912,9.917829,0,458200,18770,18780,"DIVIDING CREEK, VA",MILL CREEK,3,0,9.92000008,V,DD,CORPS,7,618,I,S,6,12225,11,H,08051996,E,VA,51,00, ,,458200_618-R2-1,618-R2-1,0,9.6936842,0.177348963586042
2311,155196,14.099259,0,316200,5370,5380,GULF SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,335.4,334,14.10000038,V,JR,CORPS,99,9152,O,D,5,11400,2,V,09111988,S,FL,12,00, ,,316200_9152-R2-1000,9152-R2-1000,339.7956,353.7957,0.210226302373826
2312,177547,29.223324,0,529100,35500,7300,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,566,544,29.21999931,V,JR,CORPS,99,9100,O,D,5,11009,2,V A,01201997,S,XX,99,00,AT,,529100_9100-R2-1000,9100-R2-1000,0,29.2067,0.42517837236913
2313,326311,9.831562,0,430200,15910,15900,"MISPILLION RIVER, DE",MISPILLION RIVER,13,0,9.82999992,V,JR,CORPS,5,240,I,S,6,0,2, , ,E,DE,10,00, ,,430200_240-R2-1,240-R2-1,0,9.36584425,0.177537825775455
2314,354739,0.330863,0,379500,19470,10720,"ISLAND END RIVER DEEP CHANNEL, MA",ISLAND END RIVER,0.33,0,0.33000001,V,DD,CORPS,27,562,I,B,6, ,3,W,12202011,S,MA,25,00, ,,379500_562-R2-1000,562-R2-1000,0,0.32944753,0.0049331338659554
2315,334937,8.082492,0,409100,13960,13970,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,41,0,8.07999992,V,JR,CORPS,99,9101,O,U,5,12326,2,V A,01201997,S,XX,99,00,AT,,409100_9101-R2-1036,9101-R2-1036,0,8.02398627,0.122199663637346
2316,281162,3.170582,0,207025,40880,256820,"PAMLICO AND TAR RIVERS, NC",PAMLICO RIVER,0,0,3.17000008,V,JR,CORPS,12,825,I,S,8,11554,2,V,01301995,E,NC,37,00, ,,207025_825-R2-1,825-R2-1,26.1051,29.1176,0.0553830241508515
2317,364968,13.601204,0,253900,32680,33420,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,13.60000038,V,JR,CORPS,99,9101,O,U,5,13302,2,V A,01201997,S,XX,99,00,AT,,253900_9101-R2-1116,9101-R2-1116,0,13.60122289,0.197010385020895
2318,300848,2.673611,0,3004900,34560,34550,POTOMAC RIVER AT,POTOMAC RIVER ACCESS,2,0,2.67000008,V,VR,VANDERBILT,-1,718,I,B,6,0,2,V A,01201997,W,VA,51,00, ,,3004900_718-R2-1,718-R2-1,0,2.60687988,0.0380511355734526
2319,177858,7.134377,0,2647000,32990,264410,SAPELLO SOUND,SAPELO SOUND,0,0,7.13000011,V,VR,VANDERBILT,-1,7366,I,D,8,11510,5,R, ,E,GA,13,00, ,,2647000_7366-R2-1000,7366-R2-1000,0,6.85780791,0.118361004210931
2320,336187,3.2078,0,421400,15230,15220,"COLD SPRING HARBOR, NY",COLD SPRING HARBOR,4,0,3.21000004,V,JR,CORPS,16,517,I,B,1,12364,4,R, ,N,NY,36,00, ,,421400_517-R2-1,517-R2-1,0,3.21210166,0.0519853411769809
2321,290610,1.40274,0,2554400,255420,255410,"CEDAR POINT, NC",PAMLICO SOUND,0,0,1.39999998,V,DD,VANDERBILT,-1,7304,I,S,1,12205,3,H,08051996,W,NC,37,00, ,,2554400_7304-R2-1000,7304-R2-1000,0,1.35840953,0.0246832234886893
2322,373328,18.650707,0,218300,37230,37220,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,18.64999962,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,218300_9101-R2-1196,9101-R2-1196,0,18.35291614,0.30291265839615
2323,324421,2.323975,0,517500,38000,38010,"CHINCOTEAGUE HARBOR, VA",VIRGINIA INTRACOASTAL WATERWAY,4,2,4.01999998,V,DD,CORPS,10,731,I,S,8,12200,7,H,08051996,S,VA,51,00, ,,517500_731-R2-1000,731-R2-1000,0,2.31596368,0.0342744715668094
2324,161086,26.258951,0,323966,273150,7260,FLA-ATL DEEP WATER SPINE ACC,ATLANTIC DEEP WATER ACCESS,28.7,0,26.26000023,V,JR,CORPS,99,9155,O,D,5,11009,2,V A,01201997,E,XX,99,00,AT,,323966_9155-R2-1001,9155-R2-1001,0,25.5925,0.418767802071493
2325,173594,47.169098,0,503710,33340,264260,"ST MARYS RIVER, GA AND FL",ST. MARYS RIVER,59,11.2,47.16999817,V,DD,CORPS,28,886,I,S,6, ,208,V,04041995,E,FL,12,13, ,,503710_886-R2-1,886-R2-1,5.80796105,52.89511089,0.76309345164631
2326,263583,13.153474,0,649866,225520,64350,LAKE ERIE SPINE CANADIAN SPINE,LAKE ERIE,22.6,0,13.14999962,V,JR,CORPS,60,3292,G,D,5,14820,2,V A,01201997,S,XX,99,00,CD,,649866_3292-R4-1004,3292-R4-1004,0,13.15293341,0.190643103781445
2327,342664,10.113482,0,403766,240450,13390,"SHELTER IS & SHELTER IS SND,NY",SHELTER ISLAND SOUND,9.6,0,10.10999966,V,JR,CORPS,41,526,I,S,1,12354,7,V,02021995,E,NY,36,00, ,,403766_526-R2-1,526-R2-1,0,9.9289,0.168040947163747
2328,376564,3.411772,0,351100,8090,8120,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2245,2243,3.41000009,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,S,XX,99,00,AT,,351100_9100-R2-1002,9100-R2-1002,718.7751,722.1676,0.0516803884668534
2329,360107,21.979109,0,380600,5880,11050,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1755,1734,21.97999954,V,JR,CORPS,99,9100,O,D,5,13200,2,V A,01201997,S,XX,99,00,AT,,380600_9100-R2-1002,9100-R2-1002,345.1622,366.8762,0.343333945689739
2330,186806,75.350098,0,324300,7290,7280,FLA-ATL DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,397,373,75.34999847,V,JR,CORPS,99,9154,O,D,5,11009,2,V A,01201997,S,XX,99,00,AT,,324300_9154-R2-1000,9154-R2-1000,300.5392,375.6587,1.10722430180477
2331,286493,0.945864,0,475200,20510,20500,"BENNETTS CREEK, NC",BENNETTS CREEK,0,0,0.94,V,JR,CORPS,10,809,I,S,6,0,9,V2,06021994,S,NC,37,00, ,,475200_809-R2-1,809-R2-1,0,0.78576253,0.0123704913858947
2332,363190,19.552021,0,281800,16680,18480,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,19.54999924,V,JR,CORPS,99,9101,O,U,5,13288,3,V A,01201997,S,XX,99,00,AT,,281800_9101-R2-1106,9101-R2-1106,0,19.4702506,0.292007797318838
2333,294738,2.915106,0,519900,35040,35030,"OYSTER CHANNEL, VA",OYSTER CHANNEL,2,0,2.92000008,V,DD,CORPS,4,612,I,S,8,12200,4,H,08051996,S,VA,51,00, ,,519900_612-R2-1000,612-R2-1000,0,2.9020167,0.0431922957557103
2334,342614,2.196319,0,2404400,240460,240450,"NOYACK BAY, NY",NOYACK BAY,0,0,2.20000005,V,VR,VANDERBILT,-1,7102,I,S,1,12354,3,R, ,N,NY,36,00, ,,2404400_7102-R2-1,7102-R2-1,0,3.57696495,0.0611407853270075
2335,182077,0.475428,0,2610900,260950,260940,"PT ROYAL SOUND, SC",PORT ROYAL SOUND,0,0,0.47,V,DD,VANDERBILT,-1,7354,I,B,1,11516,2,V,11251996,S,SC,45,00, ,,2610900_7354-R2-1,7354-R2-1,2.8714,3.33580407,0.0075201396290958
2336,288384,0.970724,0,466900,19650,19630,"YORK RIVER, VA",YORK RIVER,30,26,0.97000003,V,JR,CORPS,35,648,I,B,6,12220,2, , ,S,VA,51,00, ,,466900_648-R2-1,648-R2-1,25.1739,26.1206,0.015738568046941
2337,351879,24.642019,0,505010,33500,300700,"CHAMPLAIN CANAL, NY",CHAMPLAIN CANAL,61,37.5,24.63999939,V,DD,CORPS,15,540,I,S,9, ,34,V,11031994,S,NY,36,00, ,,505010_540-R2-1,540-R2-1,0,24.45529603,0.389959174436077
2338,360611,21.472517,0,367300,9740,9730,"ATL. DEEP WTR. SPINE ACCESS, ME",ATLANTIC DEEP WATER ACCESS,6,0,21.46999931,V,JR,CORPS,99,9101,O,D,5,13286,2,V A,01201997,E,XX,99,00,AT,,367300_9101-R2-1085,9101-R2-1085,0,20.1733181,0.425871369438395
2339,334949,0.334873,0,2423200,242310,242300,"INWOOD, NY",NEGRO BAR CHANNEL,0,0,0.33000001,V,VR,VANDERBILT,-1,7261,I,B,1,12350,2,R, ,W,NY,36,00, ,,2423200_7261-R2-1,7261-R2-1,0,0.35747549,0.00688808079923298
2340,329684,2.207591,0,425100,15490,15470,NEW JERSEY IW (EXCLUDING CAPE MAY),NEW JERSEY INTRACOASTAL WATERWAY,51,46,2.21000004,V,DD,CORPS,7,5072,I,S,2,12300,3,H,08021996,E,NJ,34,00, ,,425100_5072-R2-1,5072-R2-1,46.1443,48.1170088,0.0380054928392304
2341,185079,5.499788,0,491400,32170,32130,"COOPER R, SC",COOPER RIVER,17,13,5.5,V,JR,CORPS,45,858,I,B,6,11524,9,V,09221998,S,SC,45,00, ,,491400_858-R2-1,858-R2-1,4.94967037,10.03613191,0.0806754709262996
2342,315250,20.54273,0,619933,61880,225420,LAKE ERIE SPINE AMERICAN ACCESS,LAKE ERIE,27,4.3,20.54000092,V,JR,CORPS,60,3291,G,D,5,14820,2, , ,S,OH,39,00, ,,619933_3291-R4-1002,3291-R4-1002,0,20.5346603,0.298439092559509
2343,364893,2.046304,0,277600,31950,30320,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2056,2054,2.04999995,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,277600_9100-R2-1002,9100-R2-1002,557.1794,559.1349,0.0381918370399275
2344,360119,3.163794,0,370500,10030,10050,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1848,1843,3.16000009,V,JR,CORPS,99,9100,O,D,5,0,2,V A,01201997,S,XX,99,00,AT,,370500_9100-R2-1002,9100-R2-1002,448.8213,451.9508,0.0492636314882455
2345,292070,5.554789,0,467733,19510,254700,"BACK CREEK, VA",BACK CREEK,7,4.3,5.55000019,V,JR,CORPS,11,9116,I,S,1,12220,4,R, ,E,VA,51,00, ,,467733_9116-R2-1,9116-R2-1,8.8758,14.11416424,0.0981761617914331
2346,279898,1.281909,0,483500,37870,30400,"MOREHEAD CITY HARBOR, NC",BEAUFORT INLET,5,2,1.27999997,V,JR,CORPS,40,764,I,B,1,11543,3,R, ,E,NC,37,00, ,,483500_764-R2-1000,764-R2-1000,1.94132075,3.18136928,0.0206962165002081
2347,288397,4.160247,0,466400,19600,19590,"QUEEN CREEK, VA",QUEEN CREEK,16,0,4.15999985,V,DD,CORPS,17,1280,I,B,6,12220,22,H,08051996,E,VA,51,00, ,,466400_1280-R2-1,1280-R2-1,0,3.97069659,0.0718574168258527
2348,317969,10.442688,0,622800,62210,62200,"LAKE ONTARIO WESTERN SPINE,CA",LAKE ONTARIO,33,19,10.43999958,V,JR,CORPS,40,3067,G,D,5,14800,2,V A,01201997,E,XX,99,00,CD,,622800_3067-R4-1002,3067-R4-1002,0,9.83046794,0.205689315452566
2349,361513,6.523441,0,287000,4990,9520,"CASCO BAY, ME ACCESS, ME",CASCO BAY,13,0,6.51999998,V,JR,CORPS,10,9112,I,B,1,13290,2,R, ,E,ME,23,00, ,,287000_9112-R2-1002,9112-R2-1002,0,6.14394228,0.129018225602579
2350,179703,12.075601,0,496120,264240,32700,ATLANTIC INTRACOASTAL WATERWAY,ATLANTIC INTRACOASTAL WATERWAY,563.9,576,12.07999992,V,DD,CORPS,12,5690,I,S,2,11516,28,V,12041999,S,SC,45,00, ,,496120_5690-R2-2,5690-R2-2,24.36249641,36.39271761,0.198825440000871
2351,339803,1.544931,0,398200,12880,12870,"JOHNSON R, CT",JOHNSONS RIVER,5,0,1.59000003,V,JR,CORPS,15,66,I,B,6,12364,7,R, ,W,CT,09,00, ,,398200_66-R2-1,66-R2-1,0,1.65196406,0.0294256223184595
2352,164601,21.82185,0,348800,5650,5640,FLA ATL SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,270,246,21.81999969,V,JR,CORPS,20,9156,O,D,5,11474,3,V A,01201997,S,FL,12,00, ,,348800_9156-R2-1000,9156-R2-1000,253.2348,274.9992,0.320197192006044
2353,282581,23.4174,0,523300,35210,35220,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1041,1025,23.42000008,V,JR,CORPS,99,9100,O,D,5,11009,2,V A,01201997,W,XX,99,00,AT,,523300_9100-R2-1000,9100-R2-1000,412.3805,435.156,0.379026942937572
2354,291824,0.864619,0,469110,19900,303220,"NEWPORT NEWS, VA",JAMES RIVER ACCESS,5,4,0.86000001,V,DD,CORPS,50,5734,I,B,8,12220,2,H,02071997,S,VA,51,00, ,,469110_5734-R2-1000,5734-R2-1000,2.4368,3.27714055,0.0141651530810864
2355,342650,0.811295,0,2404200,240430,240420,"SAG HBR, NY",SAG HARBOR,0,0,0.81,V,VR,VANDERBILT,-1,531,I,S,1,12354,4,R, ,N,NY,36,00, ,,2404200_531-R2-1000,531-R2-1000,5.76017297,6.40578426,0.0109367204490328
2356,357010,4.946551,0,374800,10480,10470,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,4.94999981,V,JR,CORPS,99,9101,O,B,5,13267,2,V A,01201997,E,XX,99,00,AT,,374800_9101-R2-1058,9101-R2-1058,0,4.68281248,0.0940355918639736
2357,339166,9.832186,0,401700,13230,12960,"SMITHTOWN BAY, LONG ISLAND, NY",SMITHTOWN BAY,2,0,9.82999992,V,JR,CORPS,100,1221,I,B,1,12364,4,R, ,N,NY,36,00, ,,401700_1221-R2-1,1221-R2-1,0,9.79178626,0.145993570958982
2358,275799,0.583898,0,485310,31720,404700,"WILMINGTON HARBOR, NC",NORTHEAST CAPE FEAR RIVER,3,2,0.57999998,V,DD,CORPS,25,844,I,B,6, ,4,V,08131999,S,NC,37,00, ,,485310_844-R2-1,844-R2-1,1.34477488,1.91611594,0.0083652908388393
2359,367342,14.78094,0,247900,35870,36050,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,14.77999973,V,JR,CORPS,99,9101,O,D,5,13302,2,V A,01201997,S,XX,99,00,AT,,247900_9101-R2-1153,9101-R2-1153,0,14.74171207,0.218464036646677
2360,301079,0.633976,0,2513700,251320,251300,"SO LOCUST PT MARINE TERMINAL, MD",PATAPSCO RIVER ACCESS,0,0,0.63,V,VR,VANDERBILT,-1,7202,I,B,1,12281,3,R, ,E,MD,24,00, ,,2513700_7202-R2-1001,7202-R2-1001,0,0.61067175,0.0109077120284458
2361,341348,12.755068,0,394900,12530,12500,"MATTITUCK HBR, NY",MATTITUCK HARBOR,3,0,12.76000023,V,JR,CORPS,7,523,I,S,1,12354,11,R, ,N,NY,36,00, ,,394900_523-R2-1,523-R2-1,0,12.73969704,0.193681346531638
2362,318875,9.963856,0,645500,62300,61530,LAKE ONTARIO AMERICAN ACCESS,LAKE ONTARIO,18,0,9.96000004,V,JR,CORPS,40,3062,G,D,5,14800,2, , ,S,NY,36,00, ,,645500_3062-R4-1004,3062-R4-1004,0,9.89201265,0.1519856521554
2363,371651,21.273825,0,354300,8450,8440,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,21.27000046,V,JR,CORPS,99,9101,O,D,5,13312,2,V A,01201997,S,XX,99,00,AT,,354300_9101-R2-1174,9101-R2-1174,0,21.27353921,0.308156366233335
2364,292983,3.278422,0,2543800,19430,19260,"CRICKET HILL, VA",MILFORD HAVEN,0,0,3.27999997,V,DD,VANDERBILT,-1,7312,I,S,6,12225,4,H,08051996,E,VA,51,00, ,,2543800_7312-R2-1,7312-R2-1,0,3.53239533,0.0623286634738373
2365,153544,22.661139,0,319800,5530,5540,GULF SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,121,97,22.65999985,V,JR,CORPS,99,9152,O,D,5,11420,2,V A,01201997,S,FL,12,00, ,,319800_9152-R2-1000,9152-R2-1000,93.2709,115.7437,0.340231663609464
2366,177477,8.514721,0,501400,33120,33130,"ALTAMAHA RIVER, GA",ALTAMAHA RIVER,4,0,8.51000023,V,JR,CORPS,4,882,I,S,7,11508,6,V A,01201997,E,GA,13,00, ,,501400_882-R2-1000,882-R2-1000,0,8.14447026,0.142982466122988
2367,329969,0.529891,0,435900,16390,16370,"DELAWARE R, PHILA, PA (TO THE SEA)",DELAWARE RIVER,93,91,0.51999998,V,DD,CORPS,40,5250,I,B,6,12312,2,V,12291997,W,NJ,34,42, ,,435900_5250-R2-1,5250-R2-1,89.2149,89.7266,0.009080797043116
2368,368022,2.847446,0,356400,8630,8660,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2143,2141,2.8499999,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,356400_9100-R2-1002,9100-R2-1002,601.0218,603.737,0.0539102737097431
2369,275386,1.72488,0,484950,258130,258510,"IW, SNOW-S CUT, NC",ATLANTIC INTRACOASTAL WATERWAY,295.5,297.1,1.72000003,V,JR,CORPS,12,5680,I,S,2,11537,3,R, ,W,NC,37,00, ,,484950_5680-R2-1,5680-R2-1,0,1.56742702,0.0282279748017332
2370,328506,9.613111,0,429033,15780,243700,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,41,21.9,9.60999966,V,JR,CORPS,99,9101,O,U,5,12214,2,V A,01201997,E,XX,99,00,AT,,429033_9101-R2-1029,9101-R2-1029,10.4413,19.74739929,0.161756512414602
2371,343164,4.791477,0,392900,300290,12330,"NIANTIC BAY & HBR, CT",NIANTIC BAY,3,0,4.78999996,V,JR,CORPS,8,83,I,S,1,13205,2,R, ,S,CT,09,00, ,,392900_83-R2-1,83-R2-1,0,4.79747137,0.0711419000851359
2372,365639,4.922888,0,361300,9150,19750,"ATL. DEEP WTR. SPINE ACCESS, ME",MUSCONGUS BAY,5,0,4.92000008,V,JR,CORPS,99,9101,O,D,5,13302,2,V A,01201997,S,XX,99,00,AT,,361300_9101-R2-1114,9101-R2-1114,21.1672,26.0350734,0.0772004885715656
2373,282472,1.793193,0,2565500,256620,256610,"LEECHVILLE, NC",PUNGO RIVER,0,0,1.78999996,V,DD,VANDERBILT,-1,7123,I,S,6,11548,9,H,08061996,E,NC,37,00, ,,2565500_7123-R2-1,7123-R2-1,0,1.84406456,0.0311014880589124
2374,341881,2.691771,0,2404900,240500,240490,"HOG NECK BAY, NY",HOG NECK BAY,0,0,2.69000006,V,VR,VANDERBILT,-1,7334,I,S,1,12354,3,R, ,S,NY,36,00, ,,2404900_7334-R2-1,7334-R2-1,0,2.51787722,0.0418318244253355
2375,182256,11.621594,0,494200,32440,32460,"AIW-NORFOLK, VA TO ST JOHNS R, FL",ATLANTIC INTRACOASTAL WATERWAY,521,532,11.61999989,V,JR,CORPS,9,5685,I,S,2,11519,15,R, ,W,SC,45,00, ,,494200_5685-R2-2,5685-R2-2,50.61680106,62.402,0.197705804641529
2376,352572,0.328192,0,507000,33710,33690,"PLATTSBURGH, NY",PLATTSBURGH HARBOR,5,3,0.31999999,V,DQ,CORPS,9,512,I,S,6,44073-E1-TM-100,2,V2,06231994,E,NY,36,00, ,,507000_512-R2-1,512-R2-1,4.1567,4.15670935,0
2377,287155,3.138965,0,469900,19990,19970,"PAGAN RIVER, VA",PAGAN RIVER,2,0,3.1400001,V,JR,CORPS,7,666,I,S,6,12220,6,V,05141997,N,VA,51,00, ,,469900_666-R2-2,666-R2-2,0,2.98994725,0.0475197846391412
2378,340937,0.662068,0,2407100,240740,240750,"FLANDERS BAY, NY",FLANDERS BAY,0,0,0.66000003,V,JR,VANDERBILT,-1,7254,I,S,1,12354,3,J3R,07311994,W,NY,36,00, ,,2407100_7254-R2-1003,7254-R2-1003,0,0.62341469,0.0125557640552083
2379,326300,9.701994,0,429500,15840,15820,"CHESAPEAKE BAY, MD & VA",DELAWARE BAY,3,0,9.69999981,V,JR,CORPS,10,9331,I,S,8,12214,3, , ,N,DE,10,00, ,,429500_9331-R2-1,9331-R2-1,0,9.66797915,0.146850261791612
2380,184992,0.934771,0,490950,260300,32100,"COOPER R, SC",COOPER RIVER,10,9,0.93000001,V,JR,CORPS,45,858,I,B,6,11524,2,V,09221998,E,SC,45,00, ,,490950_858-R2-1,858-R2-1,1.7971275,2.7342481,0.0159802980249858
2381,321862,2.978476,0,625866,225600,62490,LAKE ONTARIO AMERICAN ACCESS,LAKE ONTARIO,4.3,0,2.98000002,V,JR,CORPS,40,3062,G,D,5,14800,2, , ,S,NY,36,00, ,,625866_3062-R4-1003,3062-R4-1003,0,2.90426708,0.0505556723931123
2382,373334,20.225574,0,218000,37260,37250,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,20.22999954,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,218000_9101-R2-1197,9101-R2-1197,0,19.83853774,0.33502414223108
2383,175038,0.774512,0,503900,33330,33360,"ATL IW B/W NORFOLK,VA & STJR,FLA",ATLANTIC INTRACOASTAL WATERWAY,713,714,0.76999998,V,DD,CORPS,12,5690,I,B,2,11503,3,V A,01201997,S,GA,13,00, ,,503900_5690-R2-1,5690-R2-1,107.804,108.56597184,0.011910225997349
2384,293699,3.694449,0,2541200,254100,254090,"INDIAN CREEK, VA",INDIAN CREEK,0,0,3.69000006,V,VR,VANDERBILT,-1,619,I,S,6,12225,5,R, ,E,VA,51,00, ,,2541200_619-R2-1,619-R2-1,0,3.64810007,0.0638171979764953
2385,292682,0.339465,0,4140000,417000,416000, ,LONG CREEK,0,0,0.33000001,V,DD,CWIS,8, ,I,S,1,12207,3,V,04301997,W,VA,51,00, ,,4140000_NA-R2-6,NA-R2-6,0,0.27219326,0.00507370641894952
2386,294681,25.734037,0,522930,20170,90100,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1195,1165,25.72999954,V,JR,CORPS,99,9100,O,D,5,12200,2,V A,01201997,S,XX,99,00,AT,,522930_9100-R2-1000,9100-R2-1000,557.5668,582.1802,0.444663439187219
2387,182058,2.537722,0,496366,260940,32640,"AIW-NORFOLK,VA TO ST JOHNS R,FL",ATLANTIC INTRACOASTAL WATERWAY,550,552,2.53999996,V,JR,CORPS,9,5685,I,B,1,11516,2,V,02061995,W,SC,45,00, ,,496366_5685-R2-1,5685-R2-1,1.3526,3.77183576,0.0431931710341255
2388,311631,2.21939,0,433700,16170,16150,"DELAWARE R, PHILA, PA (TO THE SEA)",DELAWARE RIVER,61,57,2.22000003,V,JR,CORPS,40,5250,I,B,6,12311,2,V,12291997,S,DE,10,34, ,,433700_5250-R2-1,5250-R2-1,53.17221602,55.47633435,0.0345446208326483
2389,335127,0.104425,0,4490000,475000,476000,FLUSHING BAY BRANCH CHANNEL,FLUSHING BAY BRANCH,0,0,0.1,V,DD,CWIS,15,354,I,B,1,12300,2,V,04141998,E,NY,36,00, ,,4490000_354-R2-1000,354-R2-1000,0,0.17208827,0.00253683768045498
2390,289771,22.004034,0,473820,510130,20360,"ATL. IW BETWEEN NORFOLK, VA",ALBEMARLE & CHESAPEAKE CANAL,11.4,0,22,V,DD,CORPS,12,5671,I,S,2,12207,45,H,08051996,E,VA,51,00, ,,473820_5671-R2-1,5671-R2-1,4.62588442,26.1705796,0.363668009785558
2391,343303,24.181175,0,404400,13490,13350,ATLANTIC DEEP WATER SPINE ACCESS,BLOCK ISLAND SOUND,41,0,24.18000031,V,JR,CORPS,99,9101,O,U,5,12300,3,V A,01201997,E,XX,99,00,AT,,404400_9101-R2-1040,9101-R2-1040,0,23.24137735,0.422933285671603
2392,284941,3.84996,0,476300,20490,20480,"MACKAY CREEK, NC",MACKAY CREEK,2,0,3.8499999,V,JR,CORPS,9,815,I,S,6,0,7,V2,06021994,N,NC,37,00, ,,476300_815-R2-1000,815-R2-1000,0,3.75211939,0.0620977773888161
2393,365870,24.035852,0,253700,33020,33440,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,24.04000092,V,JR,CORPS,99,9101,O,D,5,13302,3,V A,01201997,S,XX,99,00,AT,,253700_9101-R2-1133,9101-R2-1133,0,24.02736127,0.349104272443121
2394,308887,4.572467,0,440075,250620,16970,"ROCK HALL HARBOR, MD",ROCK HALL HARBOR,1.8,0,4.57000017,V,JR,CORPS,10,703,I,S,1,12278,4,V,02031995,W,MD,24,00, ,,440075_703-R2-1,703-R2-1,0,4.3485,0.0821364099352059
2395,282561,0.945398,0,2564300,256410,256400,"OCRACOKE CHANNEL, NC",SILVER LAKE,0,0,0.94,V,DD,VANDERBILT,-1,7349,I,B,8,11555,4,H,08061996,W,NC,37,00, ,,2564300_7349-R2-1000,7349-R2-1000,0,0.91549809,0.014810266197873
2396,183492,2.697689,0,493400,32360,32380,"AIW-NORFOLK,VA TO ST JOHNS R,FL",ATLANTIC INTRACOASTAL WATERWAY,498.7,501.4,2.70000005,V,JR,CORPS,9,5685,I,S,2,11517,6,R, ,W,SC,45,00, ,,493400_5685-R2-2,5685-R2-2,31.87551014,34.48229631,0.0445670425988592
2397,354057,3.863845,0,506400,33640,33630,"PORT KENT HARBOR, NY",PORT KENT HARBOR,3,0,3.8599999,V,JR,CORPS,9,510,I,S,1,0,2, , ,E,NY,36,00, ,,506400_510-R2-1,510-R2-1,0,3.35342975,0.0713702439959628
2398,375894,34.618362,0,215000,37560,37550,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,34.61999893,V,JR,CORPS,99,9101,O,U,5,13325,2,V A,01201997,E,XX,99,00,AT,,215000_9101-R2-1209,9101-R2-1209,0,34.57589269,0.694785290958483
